pi-val,count
3.12,1060
3.1200807265388497,29
3.120085015940489,33
3.1200897867564534,31
3.1200951248513675,40
3.120101137800253,38
3.1201079622132255,40
3.1201157742402317,38
3.1201248049921997,40
3.1201353637901863,30
3.120147874306839,45
3.120162932790224,74
3.1201716738197427,42
3.120181405895692,85
3.1201923076923075,32
3.1202046035805626,104
3.120218579234973,44
3.1202346041055717,107
3.120246659815005,36
3.1202531645569622,24
3.1202600216684724,32
3.120274914089347,129
3.120291616038882,34
3.1203007518796992,34
3.1203104786545923,36
3.120331950207469,186
3.1203501094091903,33
3.1203566121842496,41
3.1203703703703702,86
3.120385232744783,38
3.1203931203931203,34
3.1204188481675392,238
3.1204419889502764,26
3.1204481792717087,48
3.120458891013384,41
3.1204678362573097,32
3.1204819277108435,124
3.120496894409938,38
3.120507399577167,79
3.1205211726384365,43
3.1205298013245035,43
3.1205357142857144,39
3.120567375886525,330
3.12059765208111,33
3.120603015075377,49
3.120610687022901,45
3.1206225680933852,39
3.1206313416009017,32
3.1206434316353886,92
3.1206543967280163,42
3.1206611570247933,42
3.120669056152927,29
3.1206896551724137,169
3.1207115628970774,43
3.120720720720721,49
3.120728929384966,27
3.1207430340557276,121
3.1207598371777476,53
3.1207729468599035,96
3.120783460282916,32
3.120792079207921,39
3.120805369127517,43
3.120815138282387,31
3.120822622107969,39
3.1208285385500574,35
3.120833333333333,32
3.120879120879121,503
3.120925341745531,40
3.1209302325581394,25
3.120936280884265,52
3.1209439528023597,39
3.1209540034071552,40
3.120967741935484,79
3.120976692563818,40
3.1209876543209876,93
3.121001390820584,63
3.121019108280255,117
3.1210340775558167,32
3.1210428305400373,47
3.1210526315789475,46
3.121057985757884,37
3.1210762331838566,184
3.1210986267166043,38
3.121107266435986,43
3.1211146838156485,40
3.12112676056338,82
3.121140142517815,40
3.1211498973305956,84
3.121163166397415,39
3.1211717709720372,38
3.121177802944507,37
3.121212121212121,362
3.1212435233160623,33
3.12124849939976,34
3.1212553495007134,32
3.1212653778558876,40
3.1212814645308926,74
3.1212938005390836,44
3.121311475409836,123
3.1213282247765006,47
3.1213389121338913,81
3.121351766513057,48
3.121359223300971,32
3.1213640922768304,23
3.121387283236994,232
3.121412803532009,25
3.121418826739427,40
3.1214285714285714,37
3.1214361140443505,29
3.1214470284237725,89
3.1214574898785425,32
3.1214642262895174,46
3.121472392638037,35
3.121495327102804,169
3.121516164994426,41
3.121522693997072,45
3.121535181236674,79
3.1215469613259668,50
3.121552604698672,36
3.1215686274509804,149
3.1215880893300247,45
3.1215970961887476,40
3.1216056670602126,39
3.1216216216216215,114
3.1216361679224973,38
3.1216429699842023,21
3.1216494845360825,26
3.121661721068249,113
3.1216783216783215,46
3.121693121693122,89
3.1217063989962357,39
3.1217183770883055,91
3.1217292377701935,29
3.121739130434783,82
3.121748178980229,29
3.121756487025948,41
3.121771217712177,40
3.1217838765008574,51
3.121794871794872,36
3.1218045112781954,36
3.121813031161473,31
3.1218206157965196,34
3.1218274111675126,34
3.1218335343787698,35
3.12183908045977,33
3.1218441273326016,40
3.1218487394957983,34
3.121852970795569,25
3.1219512195121952,1320
3.1220512820512822,31
3.1220556745182013,34
3.122060470324748,29
3.1220657276995305,33
3.1220715166461157,41
3.122077922077922,45
3.122085048010974,42
3.122093023255814,32
3.1221020092735703,43
3.122112211221122,43
3.1221238938053095,31
3.122137404580153,43
3.122153209109731,78
3.1221621621621622,35
3.1221719457013575,76
3.1221826809015423,32
3.1221945137157108,86
3.1222076215505914,41
3.1222222222222222,115
3.122238586156112,34
3.1222444889779557,23
3.122257053291536,117
3.1222707423580784,36
3.1222780569514237,41
3.1222857142857143,28
3.1223021582733814,137
3.1223203026481716,41
3.122330097087379,47
3.122340425531915,49
3.122345803842265,34
3.1223628691983123,179
3.1223814773980156,31
3.1223880597014926,40
3.1224018475750577,74
3.12241653418124,36
3.1224242424242425,32
3.122448979591837,238
3.1224707135250265,32
3.1224764468371466,39
3.1224862888482634,47
3.1224944320712695,39
3.1225071225071224,94
3.122520420070012,26
3.122529644268775,38
3.122541603630862,33
3.122549019607843,35
3.122554067971164,27
3.1225806451612903,282
3.1226096737907763,33
3.122615803814714,44
3.1226252158894647,42
3.1226415094339623,82
3.1226551226551225,42
3.1226611226611225,31
3.1226765799256504,148
3.1226927252985885,43
3.1226993865030677,48
3.122715404699739,87
3.1227272727272726,25
3.1227364185110664,79
3.1227495908346974,40
3.1227586206896554,43
3.1227651966626935,35
3.122770199370409,33
3.1228070175438596,425
3.122842639593909,38
3.1228473019517797,30
3.1228533685601056,35
3.1228615863141522,34
3.122873345935728,46
3.1228813559322033,30
3.1228915662650603,108
3.122905027932961,40
3.122923588039867,132
3.122940430925222,37
3.122950819672131,71
3.122962962962963,41
3.1229698375870067,28
3.122994652406417,218
3.123020706455542,37
3.1230283911671926,30
3.1230425055928412,90
3.123055162659123,29
3.1230610134436403,30
3.123076923076923,147
3.123094958968347,36
3.123102866779089,32
3.123110151187905,36
3.123123123123123,119
3.1231393775372123,41
3.123152709359606,86
3.1231638418079095,29
3.1231732776617953,71
3.1231884057971016,39
3.1232,31
3.1232091690544412,32
3.1232166018158236,46
3.123222748815166,37
3.123227917121047,39
3.1232323232323234,30
3.1232876712328768,731
3.123343527013252,24
3.1233480176211454,31
3.1233532934131736,33
3.1233595800524934,39
3.123367198838897,37
3.1233766233766236,37
3.123388581952118,49
3.123404255319149,90
3.1234140715109575,30
3.123425692695214,99
3.1234396671289875,54
3.123456790123457,121
3.1234705228031148,29
3.123478260869565,38
3.123486682808717,31
3.1235059760956174,148
3.1235230934479055,35
3.123529411764706,35
3.1235431235431235,75
3.1235584843492585,46
3.123566878980892,43
3.1235721703011423,29
3.1235955056179776,216
3.1236180904522612,22
3.123623011015912,32
3.1236306729264474,32
3.123644251626898,86
3.1236559139784945,41
3.1236749116607774,124
3.1236897274633124,31
3.1236959761549925,35
3.1237113402061856,94
3.1237230419977298,26
3.123732251521298,81
3.1237458193979935,36
3.12375533428165,41
3.123762376237624,40
3.1237677984665937,35
3.123809523809524,464
3.1238485158648923,23
3.123853211009174,34
3.123859191655802,30
3.123867069486405,36
3.1238779174147218,41
3.1238938053097347,86
3.1239048811013768,39
3.123919308357349,94
3.123931623931624,30
3.1239388794567065,45
3.1239470517448855,44
3.12396694214876,196
3.1239860950173814,27
3.1239935587761676,33
3.124,27
3.12401055408971,84
3.124022346368715,38
3.124031007751938,48
3.124042879019908,39
3.1240506329113926,40
3.1240560949298812,43
3.124087591240876,322
3.124117053481332,27
3.1241217798594847,36
3.1241283124128314,39
3.1241379310344826,41
3.124153498871332,71
3.1241655540720963,36
3.1241830065359477,125
3.1241997439180538,38
3.1242105263157893,86
3.124223602484472,32
3.124231242312423,40
3.124236252545825,25
3.1242603550295858,235
3.1242873432155074,31
3.1242937853107344,30
3.12430426716141,50
3.1243124312431245,37
3.1243243243243244,100
3.124335812964931,31
3.1243432574430825,42
3.1243523316062176,36
3.1243576567317572,24
3.1243781094527363,207
3.124401913875598,31
3.1244094488188976,31
3.1244239631336406,73
3.1244377811094455,37
3.1244444444444444,30
3.124463519313305,187
3.12448132780083,29
3.124487004103967,45
3.1244979919678717,75
3.124508519003932,37
3.1245283018867926,153
3.124546553808948,39
3.1245551601423487,37
3.1245634458672877,26
3.1245791245791246,117
3.124593716143012,39
3.1246006389776357,34
3.1246073298429318,26
3.1246200607902734,128
3.1246376811594203,47
3.1246537396121883,109
3.1246684350132625,35
3.1246819338422394,87
3.1246943765281174,30
3.124705882352941,73
3.124716553287982,23
3.12472647702407,92
3.124735729386892,37
3.1247443762781186,76
3.124760076775432,43
3.124773960216998,39
3.124786324786325,39
3.124797406807131,43
3.1248073959938365,42
3.1248164464023493,34
3.1248246844319776,34
3.124832214765101,43
3.124839124839125,45
3.1248454882571077,37
3.1248513674197382,37
3.124856815578465,32
3.124861878453039,42
3.1248665955176094,30
3.1248710010319916,32
3.125,1731
3.1251271617497456,24
3.125131440588854,30
3.1251360174102287,39
3.125140924464487,26
3.1251461988304094,40
3.1251518833535843,26
3.125158027812895,43
3.1251646903820816,29
3.125171939477304,45
3.125179856115108,42
3.125188536953243,36
3.1251980982567353,31
3.1252086811352253,44
3.125220458553792,43
3.1252336448598133,45
3.125248508946322,44
3.1252566735112937,23
3.1252653927813165,80
3.1252747252747253,37
3.1252847380410023,74
3.1252955082742315,30
3.1253071253071254,84
3.125319693094629,41
3.1253333333333333,95
3.1253481894150417,38
3.1253644314868803,87
3.1253761283851555,22
3.125382262996942,42
3.1253886010362693,27
3.12540192926045,116
3.125416204217536,32
3.1254237288135593,49
3.1254315304948217,28
3.1254480286738353,134
3.125465838509317,41
3.1254752851711025,44
3.1254851228978007,39
3.125506072874494,185
3.1255230125523012,26
3.1255289139633287,28
3.1255411255411256,84
3.1255539143279174,38
3.125560538116592,32
3.125581395348837,181
3.1256038647342996,37
3.1256117455138663,38
3.1256281407035176,82
3.125638406537283,23
3.125645438898451,42
3.1256544502617802,39
3.125659978880676,36
3.1256830601092895,219
