pi-val,count
3.1420118343195265,35
3.1420289855072463,88
3.1420454545454546,36
3.1420612813370474,104
3.1420765027322406,42
3.1420911528150133,101
3.142105263157895,48
3.1421188630490957,88
3.1421319796954315,39
3.14214463840399,96
3.142156862745098,34
3.1421686746987953,96
3.1421800947867298,40
3.1421911421911424,77
3.1422018348623855,42
3.1422121896162527,76
3.1422222222222222,31
3.1422319474835887,86
3.1422413793103448,34
3.142250530785563,73
3.1422594142259412,29
3.1422680412371133,86
3.1422764227642275,36
3.1422845691382766,73
3.142300194931774,47
3.1423149905123338,29
3.142329020332717,40
3.142342342342342,46
3.142355008787346,32
3.142367066895369,49
3.1423785594639866,37
3.1423895253682486,39
3.1424,33
3.1424100156494523,36
3.1424196018376724,42
3.1424287856071964,37
3.142437591776799,37
3.1424460431654677,42
3.142454160789845,48
3.1424619640387275,39
3.1424694708276797,37
3.1424766977363516,44
3.142483660130719,39
3.142490372272144,34
3.14249684741488,34
3.1425030978934325,41
3.1425091352009744,39
3.1425149700598802,39
3.142520612485277,33
3.1425260718424104,34
3.142531356898518,31
3.142536475869809,31
3.1425414364640885,35
3.1425462459194775,34
3.142550911039657,44
3.1425554382259766,36
3.142559833506764,31
3.1425641025641027,41
3.142568250758342,33
3.142857142857143,4120
3.1431431431431434,33
3.1431472081218272,38
3.1431513903192583,45
3.143155694879833,33
3.1431601272534464,33
3.1431646932185147,36
3.1431693989071037,36
3.1431742508324083,37
3.1431792559188274,27
3.143184421534937,38
3.1431897555296855,44
3.143195266272189,36
3.1432009626955475,42
3.1432068543451654,35
3.1432129514321296,46
3.1432192648922688,34
3.1432258064516128,38
3.14323258869908,49
3.143239625167336,42
3.1432469304229196,40
3.1432545201668987,44
3.143262411347518,37
3.143270622286541,34
3.1432791728212703,37
3.143288084464555,40
3.143297380585516,45
3.1433070866141732,36
3.143317230273752,36
3.14332784184514,47
3.1433389544688026,45
3.143350604490501,33
3.1433628318584073,35
3.143375680580762,40
3.143389199255121,42
3.1434034416826004,50
3.143418467583497,44
3.1434343434343432,74
3.1434426229508197,38
3.1434511434511436,89
3.1434599156118144,38
3.143468950749465,85
3.143478260869565,35
3.143487858719647,81
3.1434977578475336,28
3.143507972665148,71
3.1435185185185186,38
3.143529411764706,85
3.1435406698564594,35
3.1435523114355233,87
3.1435643564356437,36
3.1435768261964734,91
3.1435897435897435,35
3.143603133159269,100
3.143617021276596,51
3.143631436314363,90
3.143646408839779,44
3.1436619718309857,92
3.1436781609195403,42
3.1436950146627565,79
3.143712574850299,38
3.143718592964824,35
3.143730886850153,138
3.143743536711479,38
3.14375,34
3.143756558237146,45
3.143769968051118,134
3.1437837837837836,37
3.1437908496732025,47
3.1437980241492864,30
3.1438127090301005,116
3.1438278595696487,33
3.143835616438356,45
3.143843498273878,39
3.143859649122807,131
3.1438763376932224,38
3.143884892086331,49
3.1438935912938333,34
3.143911439114391,134
3.143929912390488,32
3.143939393939394,33
3.1439490445859875,39
3.1439688715953307,157
3.1439894319682957,50
3.144,74
