,0
0,2.838
1,2.856
2,2.856
3,2.8739999999999997
4,2.88
5,2.886
6,2.886
7,2.892
8,2.8979999999999997
9,2.91
10,2.91
11,2.91
12,2.928
13,2.928
14,2.928
15,2.928
16,2.928
17,2.934
18,2.934
19,2.94
20,2.94
21,2.94
22,2.94
23,2.94
24,2.9459999999999997
25,2.952
26,2.952
27,2.952
28,2.952
29,2.952
30,2.958
31,2.958
32,2.958
33,2.958
34,2.9699999999999998
35,2.9699999999999998
36,2.9699999999999998
37,2.9699999999999998
38,2.9699999999999998
39,2.9699999999999998
40,2.9699999999999998
41,2.976
42,2.976
43,2.976
44,2.976
45,2.976
46,2.976
47,2.982
48,2.982
49,2.982
50,2.982
51,2.982
52,2.982
53,2.988
54,2.988
55,2.988
56,2.988
57,2.988
58,2.988
59,2.988
60,2.9939999999999998
61,2.9939999999999998
62,2.9939999999999998
63,2.9939999999999998
64,2.9939999999999998
65,2.9939999999999998
66,2.9939999999999998
67,2.9939999999999998
68,2.9939999999999998
69,2.9939999999999998
70,3.0
71,3.0
72,3.0
73,3.0
74,3.0
75,3.0060000000000002
76,3.0060000000000002
77,3.0060000000000002
78,3.0060000000000002
79,3.0060000000000002
80,3.012
81,3.012
82,3.012
83,3.012
84,3.012
85,3.012
86,3.018
87,3.018
88,3.018
89,3.018
90,3.018
91,3.018
92,3.018
93,3.018
94,3.018
95,3.018
96,3.018
97,3.018
98,3.018
99,3.018
100,3.018
101,3.018
102,3.024
103,3.024
104,3.024
105,3.024
106,3.024
107,3.024
108,3.024
109,3.024
110,3.0300000000000002
111,3.0300000000000002
112,3.0300000000000002
113,3.0300000000000002
114,3.0300000000000002
115,3.0300000000000002
116,3.0300000000000002
117,3.0300000000000002
118,3.036
119,3.036
120,3.036
121,3.036
122,3.036
123,3.036
124,3.036
125,3.036
126,3.036
127,3.036
128,3.036
129,3.042
130,3.042
131,3.042
132,3.042
133,3.042
134,3.042
135,3.042
136,3.042
137,3.042
138,3.048
139,3.048
140,3.048
141,3.048
142,3.048
143,3.048
144,3.048
145,3.048
146,3.048
147,3.048
148,3.048
149,3.048
150,3.048
151,3.048
152,3.048
153,3.048
154,3.0540000000000003
155,3.0540000000000003
156,3.0540000000000003
157,3.0540000000000003
158,3.0540000000000003
159,3.0540000000000003
160,3.0540000000000003
161,3.0540000000000003
162,3.06
163,3.06
164,3.06
165,3.06
166,3.06
167,3.06
168,3.06
169,3.06
170,3.06
171,3.06
172,3.06
173,3.06
174,3.06
175,3.06
176,3.06
177,3.06
178,3.066
179,3.066
180,3.066
181,3.066
182,3.066
183,3.072
184,3.072
185,3.072
186,3.072
187,3.072
188,3.072
189,3.072
190,3.072
191,3.072
192,3.072
193,3.072
194,3.072
195,3.072
196,3.072
197,3.072
198,3.072
199,3.072
200,3.072
201,3.072
202,3.072
203,3.0780000000000003
204,3.0780000000000003
205,3.0780000000000003
206,3.0780000000000003
207,3.0780000000000003
208,3.0780000000000003
209,3.0780000000000003
210,3.0780000000000003
211,3.0780000000000003
212,3.0780000000000003
213,3.0780000000000003
214,3.0780000000000003
215,3.0780000000000003
216,3.0780000000000003
217,3.0780000000000003
218,3.0780000000000003
219,3.0780000000000003
220,3.084
221,3.084
222,3.084
223,3.084
224,3.084
225,3.084
226,3.084
227,3.084
228,3.084
229,3.084
230,3.084
231,3.084
232,3.084
233,3.084
234,3.084
235,3.084
236,3.084
237,3.084
238,3.084
239,3.084
240,3.084
241,3.09
242,3.09
243,3.09
244,3.09
245,3.09
246,3.09
247,3.09
248,3.09
249,3.09
250,3.09
251,3.09
252,3.09
253,3.09
254,3.09
255,3.09
256,3.09
257,3.09
258,3.09
259,3.09
260,3.09
261,3.09
262,3.09
263,3.096
264,3.096
265,3.096
266,3.096
267,3.096
268,3.096
269,3.096
270,3.096
271,3.096
272,3.096
273,3.096
274,3.096
275,3.096
276,3.096
277,3.096
278,3.096
279,3.096
280,3.096
281,3.096
282,3.096
283,3.096
284,3.096
285,3.096
286,3.096
287,3.096
288,3.096
289,3.096
290,3.096
291,3.096
292,3.1020000000000003
293,3.1020000000000003
294,3.1020000000000003
295,3.1020000000000003
296,3.1020000000000003
297,3.1020000000000003
298,3.1020000000000003
299,3.1020000000000003
300,3.1020000000000003
301,3.1020000000000003
302,3.1020000000000003
303,3.1020000000000003
304,3.1020000000000003
305,3.1020000000000003
306,3.1020000000000003
307,3.1020000000000003
308,3.1020000000000003
309,3.1020000000000003
310,3.1020000000000003
311,3.1020000000000003
312,3.1020000000000003
313,3.108
314,3.108
315,3.108
316,3.108
317,3.108
318,3.108
319,3.108
320,3.108
321,3.108
322,3.108
323,3.108
324,3.108
325,3.108
326,3.108
327,3.108
328,3.108
329,3.108
330,3.108
331,3.108
332,3.108
333,3.108
334,3.108
335,3.108
336,3.108
337,3.108
338,3.108
339,3.114
340,3.114
341,3.114
342,3.114
343,3.114
344,3.114
345,3.114
346,3.114
347,3.114
348,3.114
349,3.114
350,3.114
351,3.114
352,3.114
353,3.114
354,3.114
355,3.114
356,3.114
357,3.114
358,3.12
359,3.12
360,3.12
361,3.12
362,3.12
363,3.12
364,3.12
365,3.12
366,3.12
367,3.12
368,3.12
369,3.12
370,3.12
371,3.12
372,3.12
373,3.12
374,3.12
375,3.12
376,3.12
377,3.12
378,3.12
379,3.12
380,3.12
381,3.12
382,3.1260000000000003
383,3.1260000000000003
384,3.1260000000000003
385,3.1260000000000003
386,3.1260000000000003
387,3.1260000000000003
388,3.1260000000000003
389,3.1260000000000003
390,3.1260000000000003
391,3.1260000000000003
392,3.1260000000000003
393,3.1260000000000003
394,3.1260000000000003
395,3.1260000000000003
396,3.1260000000000003
397,3.1260000000000003
398,3.1260000000000003
399,3.1260000000000003
400,3.1260000000000003
401,3.1260000000000003
402,3.1260000000000003
403,3.1260000000000003
404,3.1260000000000003
405,3.132
406,3.132
407,3.132
408,3.132
409,3.132
410,3.132
411,3.132
412,3.132
413,3.132
414,3.132
415,3.132
416,3.132
417,3.132
418,3.132
419,3.132
420,3.132
421,3.132
422,3.132
423,3.132
424,3.132
425,3.132
426,3.132
427,3.132
428,3.132
429,3.132
430,3.132
431,3.132
432,3.132
433,3.132
434,3.138
435,3.138
436,3.138
437,3.138
438,3.138
439,3.138
440,3.138
441,3.138
442,3.138
443,3.138
444,3.138
445,3.138
446,3.138
447,3.138
448,3.138
449,3.138
450,3.138
451,3.138
452,3.138
453,3.138
454,3.138
455,3.138
456,3.138
457,3.138
458,3.138
459,3.138
460,3.138
461,3.138
462,3.138
463,3.138
464,3.144
465,3.144
466,3.144
467,3.144
468,3.144
469,3.144
470,3.144
471,3.144
472,3.144
473,3.144
474,3.144
475,3.144
476,3.144
477,3.144
478,3.144
479,3.144
480,3.144
481,3.144
482,3.144
483,3.144
484,3.144
485,3.144
486,3.144
487,3.144
488,3.144
489,3.144
490,3.144
491,3.144
492,3.1500000000000004
493,3.1500000000000004
494,3.1500000000000004
495,3.1500000000000004
496,3.1500000000000004
497,3.1500000000000004
498,3.1500000000000004
499,3.1500000000000004
500,3.1500000000000004
501,3.1500000000000004
502,3.1500000000000004
503,3.1500000000000004
504,3.1500000000000004
505,3.1500000000000004
506,3.1500000000000004
507,3.1500000000000004
508,3.1500000000000004
509,3.1500000000000004
510,3.1500000000000004
511,3.1500000000000004
512,3.1500000000000004
513,3.1500000000000004
514,3.1500000000000004
515,3.1500000000000004
516,3.1500000000000004
517,3.1500000000000004
518,3.156
519,3.156
520,3.156
521,3.156
522,3.156
523,3.156
524,3.156
525,3.156
526,3.156
527,3.156
528,3.156
529,3.156
530,3.156
531,3.156
532,3.156
533,3.156
534,3.156
535,3.156
536,3.156
537,3.156
538,3.156
539,3.156
540,3.156
541,3.156
542,3.156
543,3.156
544,3.156
545,3.162
546,3.162
547,3.162
548,3.162
549,3.162
550,3.162
551,3.162
552,3.162
553,3.162
554,3.162
555,3.162
556,3.162
557,3.162
558,3.162
559,3.162
560,3.162
561,3.162
562,3.162
563,3.162
564,3.162
565,3.162
566,3.162
567,3.162
568,3.168
569,3.168
570,3.168
571,3.168
572,3.168
573,3.168
574,3.168
575,3.168
576,3.168
577,3.168
578,3.168
579,3.168
580,3.168
581,3.168
582,3.168
583,3.168
584,3.168
585,3.168
586,3.168
587,3.168
588,3.168
589,3.168
590,3.168
591,3.168
592,3.168
593,3.168
594,3.168
595,3.168
596,3.168
597,3.168
598,3.168
599,3.168
600,3.1740000000000004
601,3.1740000000000004
602,3.1740000000000004
603,3.1740000000000004
604,3.1740000000000004
605,3.1740000000000004
606,3.1740000000000004
607,3.1740000000000004
608,3.1740000000000004
609,3.1740000000000004
610,3.1740000000000004
611,3.1740000000000004
612,3.1740000000000004
613,3.1740000000000004
614,3.1740000000000004
615,3.1740000000000004
616,3.1740000000000004
617,3.1740000000000004
618,3.1740000000000004
619,3.1740000000000004
620,3.1740000000000004
621,3.1740000000000004
622,3.1740000000000004
623,3.1740000000000004
624,3.1740000000000004
625,3.1740000000000004
626,3.1740000000000004
627,3.18
628,3.18
629,3.18
630,3.18
631,3.18
632,3.18
633,3.18
634,3.18
635,3.18
636,3.18
637,3.18
638,3.18
639,3.18
640,3.18
641,3.18
642,3.18
643,3.18
644,3.18
645,3.18
646,3.18
647,3.18
648,3.18
649,3.18
650,3.18
651,3.18
652,3.18
653,3.18
654,3.18
655,3.186
656,3.186
657,3.186
658,3.186
659,3.186
660,3.186
661,3.186
662,3.186
663,3.186
664,3.186
665,3.186
666,3.186
667,3.186
668,3.186
669,3.186
670,3.186
671,3.186
672,3.186
673,3.186
674,3.186
675,3.186
676,3.192
677,3.192
678,3.192
679,3.192
680,3.192
681,3.192
682,3.192
683,3.192
684,3.192
685,3.192
686,3.192
687,3.192
688,3.192
689,3.192
690,3.192
691,3.192
692,3.192
693,3.192
694,3.192
695,3.192
696,3.192
697,3.192
698,3.192
699,3.1980000000000004
700,3.1980000000000004
701,3.1980000000000004
702,3.1980000000000004
703,3.1980000000000004
704,3.1980000000000004
705,3.1980000000000004
706,3.1980000000000004
707,3.1980000000000004
708,3.1980000000000004
709,3.1980000000000004
710,3.1980000000000004
711,3.1980000000000004
712,3.1980000000000004
713,3.1980000000000004
714,3.1980000000000004
715,3.1980000000000004
716,3.1980000000000004
717,3.1980000000000004
718,3.1980000000000004
719,3.1980000000000004
720,3.1980000000000004
721,3.204
722,3.204
723,3.204
724,3.204
725,3.204
726,3.204
727,3.204
728,3.204
729,3.204
730,3.204
731,3.204
732,3.204
733,3.204
734,3.204
735,3.204
736,3.204
737,3.204
738,3.204
739,3.204
740,3.204
741,3.204
742,3.204
743,3.204
744,3.204
745,3.204
746,3.21
747,3.21
748,3.21
749,3.21
750,3.21
751,3.21
752,3.21
753,3.21
754,3.21
755,3.21
756,3.21
757,3.21
758,3.21
759,3.21
760,3.21
761,3.21
762,3.21
763,3.21
764,3.21
765,3.21
766,3.21
767,3.21
768,3.21
769,3.216
770,3.216
771,3.216
772,3.216
773,3.216
774,3.216
775,3.216
776,3.216
777,3.216
778,3.216
779,3.216
780,3.216
781,3.216
782,3.216
783,3.216
784,3.216
785,3.216
786,3.216
787,3.216
788,3.216
789,3.216
790,3.216
791,3.216
792,3.216
793,3.2220000000000004
794,3.2220000000000004
795,3.2220000000000004
796,3.2220000000000004
797,3.2220000000000004
798,3.2220000000000004
799,3.2220000000000004
800,3.2220000000000004
801,3.2220000000000004
802,3.2220000000000004
803,3.2220000000000004
804,3.2220000000000004
805,3.2220000000000004
806,3.2220000000000004
807,3.2220000000000004
808,3.2220000000000004
809,3.2220000000000004
