,pi-val
0,3.1321695760598502
1,3.1321695760598502
2,3.1321695760598502
3,3.1321695760598502
4,3.1321695760598502
5,3.1321695760598502
6,3.1321695760598502
7,3.1321695760598502
8,3.1321695760598502
9,3.1321695760598502
10,3.1321695760598502
11,3.1321695760598502
12,3.1321695760598502
13,3.1321695760598502
14,3.1321695760598502
15,3.1321695760598502
16,3.1321695760598502
17,3.1321695760598502
18,3.1321695760598502
19,3.1321695760598502
20,3.1321695760598502
21,3.1321695760598502
22,3.1321695760598502
23,3.1321695760598502
24,3.1321695760598502
25,3.1321695760598502
26,3.1321695760598502
27,3.1321695760598502
28,3.1321695760598502
29,3.1321695760598502
30,3.1321695760598502
31,3.1321695760598502
32,3.1321695760598502
33,3.1321695760598502
34,3.1321695760598502
35,3.1321695760598502
36,3.1321695760598502
37,3.1321695760598502
38,3.1321695760598502
39,3.1321695760598502
40,3.1321695760598502
41,3.1321695760598502
42,3.1321695760598502
43,3.1321695760598502
44,3.1321695760598502
45,3.1321695760598502
46,3.1321695760598502
47,3.1321695760598502
48,3.1321695760598502
49,3.1321695760598502
50,3.1321695760598502
51,3.1321695760598502
52,3.1321695760598502
53,3.1321695760598502
54,3.1321695760598502
55,3.1321695760598502
56,3.1321695760598502
57,3.1321695760598502
58,3.1321695760598502
59,3.1321695760598502
60,3.1321695760598502
61,3.1321695760598502
62,3.1321695760598502
63,3.1321695760598502
64,3.1321695760598502
65,3.1321695760598502
66,3.1321695760598502
67,3.1321695760598502
68,3.1321695760598502
69,3.1321695760598502
70,3.1321695760598502
71,3.1321695760598502
72,3.1321695760598502
73,3.132183908045977
74,3.132183908045977
75,3.132183908045977
76,3.132183908045977
77,3.132183908045977
78,3.132183908045977
79,3.132183908045977
80,3.132183908045977
81,3.132183908045977
82,3.132183908045977
83,3.132183908045977
84,3.132183908045977
85,3.132183908045977
86,3.132183908045977
87,3.132183908045977
88,3.132183908045977
89,3.132183908045977
90,3.132183908045977
91,3.132183908045977
92,3.132183908045977
93,3.132183908045977
94,3.132183908045977
95,3.132183908045977
96,3.132183908045977
97,3.132183908045977
98,3.132183908045977
99,3.132183908045977
100,3.132183908045977
101,3.132183908045977
102,3.132183908045977
103,3.132183908045977
104,3.132183908045977
105,3.1321897073662965
106,3.1321897073662965
107,3.1321897073662965
108,3.1321897073662965
109,3.1321897073662965
110,3.1321897073662965
111,3.1321897073662965
112,3.1321897073662965
113,3.1321897073662965
114,3.1321897073662965
115,3.1321897073662965
116,3.1321897073662965
117,3.1321897073662965
118,3.1321897073662965
119,3.1321897073662965
120,3.1321897073662965
121,3.1321897073662965
122,3.1321897073662965
123,3.1321897073662965
124,3.1321897073662965
125,3.1321897073662965
126,3.1321897073662965
127,3.1321897073662965
128,3.1321897073662965
129,3.1321897073662965
130,3.1321897073662965
131,3.1321897073662965
132,3.1321897073662965
133,3.1321897073662965
134,3.1321897073662965
135,3.1321897073662965
136,3.1321897073662965
