,min,max,mean,median,stand-dev,variance,skewness,kurtosis
10,3.1363320000000003,3.1479299999999997,3.1406154,3.1402229999999998,0.0031771540094869986,1.0094307599999312e-05,1.2559858075893096,2.6753510190670307
50,3.1365479999999994,3.1467659999999995,3.1417273199999998,3.141354,0.002657236115414162,7.060903773061347e-06,0.20483758781035402,-0.6500477590043903
100,3.1346999999999996,3.147012,3.141457080000001,3.1417680000000003,0.002838161553477254,8.05516100363642e-06,-0.28781402628355035,-0.27932986722264275
