,mean,percen-error
100,2.6807567366779765,-14.668862826160314
1000,3.1539474314770652,0.39326479431236055
10000,3.1787597967176335,1.1830669098799542
100000,3.1406463211452142,-0.030122697272592782
1000000,3.1427377977708133,0.03645107139245655
