,mean,percen-error,abs-error,std,var,skew,kurt
100,3.2777362525651528,4.333585349449837,0.13614359897535966,0.594852692794927,0.3538497261253758,-3.795209990144346,16.601311432903188
1000,3.1287936913053307,-0.40740362280378634,0.012798962284462423,0.084669754378269,0.007168967306476403,1.308966604393932,2.873010190800321
10000,3.079145586007126,-1.9877518974750268,0.06244706758266716,0.014724645854668057,0.0002168151955453932,-1.4641461191495289,6.319631109059092
100000,3.1355887119535546,-0.1911113978885205,0.006003941636238519,0.009928253239649874,9.857021239061821e-05,-1.2076662686734008,1.7482054853677491
1000000,3.1415956468395363,9.527809850704184e-05,2.993249743177273e-06,0.002509582506635129,6.2980043576090575e-06,0.29135702450141426,-1.2843368731809397
