pi-val,count,,,mean(xi),3.1350097565854,,,,,
Xi,Fi,XiFi,Xi-X’,(Xi-X’)^2,Fi*(Xi-X’)^2,,,fi,xi,normal
3.12081513828239,40,124.832605531296,-0.01419461828615,0.00020148718829,0.00805948753158,0.000124091484534,,28,3.14315139,725.3247716
3.12082262210797,29,90.5038560411311,-0.01418713446057,0.000201274784202,0.005836968741866,0.00012405031306,,27,3.143155695,723.9361828
3.12082853855006,33,102.987341772152,-0.01418121801848,0.000201106944488,0.006636529168093,0.000124027297734,,38,3.143160127,722.4602916
3.12083333333333,18,56.1749999999999,-0.01417642323521,0.000200970975744,0.003617477563388,0.000123979707942,,33,3.143164693,720.8913483
3.12087912087912,532,1660.30769230769,-0.01413063568942,0.000199674864987,0.106227028173142,0.000123089714767,,33,3.143169399,719.2231692
3.12092534174553,34,106.111461619348,-0.01408441482301,0.000198370740907,0.006744605190825,0.000123945197434,,34,3.143174251,717.4490996
3.12093023255814,22,68.6604651162791,-0.0140795240104,0.000198232996359,0.004361125919908,0.000123901910603,,32,3.143179256,715.5619735
3.12093628088426,24,74.9024707412223,-0.01407347568428,0.000198062717836,0.004753505228064,0.000123876566235,,41,3.143184422,713.5540688
3.12094395280236,37,115.474926253687,-0.01406580376618,0.000197846835589,0.007320332916781,0.000123864707702,,25,3.143189756,711.4170591
3.12095400340716,38,118.596252129472,-0.01405575316138,0.000197564196934,0.007507439483478,0.000123837839957,,36,3.143195266,709.1419603
3.12096774193548,71,221.588709677419,-0.01404201463306,0.000197178174955,0.01399965042181,0.000123841357044,,32,3.143200963,706.7190727
3.12097669256382,26,81.1453940066593,-0.01403306400472,0.000196926885361,0.005120099019375,0.000123767082334,,34,3.143206854,704.1379167
3.12098765432099,91,284.00987654321,-0.01402210224755,0.000196619351441,0.017892360981109,0.000123798060769,,24,3.143212951,701.3871637
3.12100139082058,40,124.840055632823,-0.01400836574796,0.000196234310929,0.007849372437145,0.000123727958514,,34,3.143219265,698.4545591
3.12101910828025,109,340.191082802547,-0.01399064828829,0.000195738239527,0.021335468108403,0.000123749381294,,38,3.143225806,695.326839
3.12103407755582,28,87.388954171563,-0.01397567901272,0.000195319603867,0.005468948908264,0.000123657466328,,40,3.143232589,691.9896388
3.12104283054004,40,124.841713221602,-0.0139669260285,0.000195075022686,0.007803000907424,0.00012364377443,,37,3.143239625,688.4273931
3.12105263157895,30,93.6315789473685,-0.01395712498959,0.000194801337975,0.005844040139251,0.000123603836785,,32,3.14324693,684.6232268
3.12105798575788,31,96.7527975584943,-0.01395177081066,0.000194651908753,0.006034209171349,0.000123576993606,,38,3.14325452,680.558836
3.12107623318386,199,621.094170403588,-0.01393352338468,0.000194143073911,0.038634471708372,0.000123588633278,,33,3.143262411,676.2143592
3.1210986267166,28,87.3907615480648,-0.01391112985194,0.000193519533758,0.005418546945211,0.000123517137345,,29,3.143270622,671.5682362
3.12110726643599,26,81.1487889273358,-0.01390249013255,0.000193279231886,0.005025260029027,0.000123486479111,,22,3.143279173,666.5970567
3.12111468381565,39,121.72347266881,-0.01389507275289,0.000193073046808,0.007529848825516,0.000123474146438,,38,3.143288084,661.2753967
3.12112676056338,114,355.808450704225,-0.01388299600516,0.000192737578079,0.021972083901039,0.000123497986928,,33,3.143297381,655.5756427
3.12114014251781,34,106.118764845606,-0.01386961405073,0.000192366193916,0.006540450593151,0.000123412096364,,44,3.143307087,649.467805
3.1211498973306,73,227.843942505134,-0.01385985923794,0.000192095698096,0.014022985960972,0.000123421570233,,37,3.14331723,642.9193196
3.12116316639741,45,140.452342487883,-0.01384659017113,0.000191728059367,0.008627762671525,0.000123368256993,,35,3.143327842,635.8948419
3.12117177097204,28,87.3928095872171,-0.0138379855965,0.000191489845369,0.00536171567033,0.000123320323724,,40,3.143338954,628.3560338
3.12117780294451,37,115.483578708947,-0.01383195362403,0.000191322941057,0.007078948819121,0.000123303076878,,36,3.143350604,620.2613485
3.12121212121212,335,1045.60606060606,-0.01379763535642,0.000190374741429,0.063775538378623,0.00012309692374,,35,3.143362832,611.5658198
3.12124352331606,30,93.6373056994818,-0.01376623325248,0.000189509177962,0.005685275338851,0.000123238620865,,44,3.143375681,602.2208637
3.12124849939976,26,81.1524609843938,-0.01376125716878,0.000189372198865,0.004923677170498,0.000123205409623,,39,3.143389199,592.1741054
3.12125534950071,42,131.09272467903,-0.01375440706783,0.000189183713788,0.007945715979078,0.000123196289267,,42,3.143403442,581.3692492
3.12126537785589,43,134.214411247803,-0.01374437871265,0.000188907946197,0.00812304168646,0.000123169198138,,42,3.143418468,569.7460131
3.12128146453089,94,293.400457665904,-0.01372829203765,0.000188466002271,0.017715804213475,0.000123181052668,,65,3.143434343,557.2401627
3.12129380053908,23,71.7897574123988,-0.01371595602946,0.000188127449802,0.004326931345448,0.000123088798934,,29,3.143442623,550.6351418
3.12131147540984,121,377.678688524591,-0.0136982811587,0.000187642906703,0.022704791711039,0.000123133496538,,70,3.143451143,543.7836839
3.1213282247765,35,109.246487867178,-0.01368153179204,0.000187184312177,0.006551450926181,0.000123047390641,,24,3.143459916,536.6767574
3.12133891213389,64,199.765690376569,-0.01367084443465,0.000186891987556,0.01196108720361,0.000123048376971,,73,3.143468951,529.3051554
3.12135176651306,29,90.5192012288788,-0.01365799005548,0.000186540692356,0.005409680078312,0.000122983695211,,32,3.143478261,521.6595234
3.12135922330097,35,109.247572815534,-0.01365053326757,0.000186337058489,0.006521797047116,0.000122962737058,,81,3.143487859,513.730394
3.12136409227683,25,78.0341023069208,-0.01364566429171,0.000186204153962,0.004655103849051,0.000122922166119,,28,3.143497758,505.5082297
3.12138728323699,232,724.161849710982,-0.01362247333155,0.000185571779669,0.043052652883161,0.000122911232366,,77,3.143507973,496.9834739
3.12141280353201,38,118.613686534216,-0.01359695303653,0.000184877131878,0.007025331011349,0.000122881596745,,31,3.143518519,488.146613
3.12141882673943,26,81.1568894952252,-0.01359092982911,0.00018471337362,0.004802547714115,0.000122838840582,,62,3.143529412,478.9882502
3.12142857142857,46,143.585714285714,-0.01358118513997,0.000184448589806,0.008484635131082,0.000122833823049,,33,3.14354067,469.4991923
3.12143611404435,37,115.493136219641,-0.01357364252419,0.000184243771374,0.006817019540856,0.000122795678021,,92,3.143552311,459.6705538
3.12144702842377,87,271.565891472868,-0.01356272814477,0.000183947594729,0.016003440741418,0.00012281035162,,28,3.143564356,449.4938766
3.12145748987854,29,90.5222672064777,-0.01355226669,0.000183663932437,0.00532625404067,0.000122729571155,,71,3.143576826,438.9612719
3.12146422628952,40,124.858569051581,-0.01354553027902,0.00018348139054,0.007339255621594,0.000122714246424,,25,3.143589744,428.0655839
3.12147239263804,39,121.737423312884,-0.0135373639305,0.000183260222187,0.007147148665285,0.000122684835334,,87,3.143603133,416.8005793
3.1214953271028,183,571.233644859812,-0.01351442946574,0.000182639803784,0.033423084092557,0.000122698249569,,41,3.143617021,405.1611663
3.12151616499443,30,93.6454849498329,-0.01349359157411,0.000182077013569,0.005462310407067,0.000122617702406,,79,3.143631436,393.1436451
3.12152269399707,31,96.7672035139092,-0.01348706257147,0.000181900856807,0.005638926561009,0.00012259061636,,36,3.143646409,380.745994
3.12153518123667,76,237.236673773987,-0.01347457533187,0.000181564180374,0.013798877708443,0.000122605315785,,84,3.143661972,367.968195
3.12154696132597,45,140.469613259669,-0.01346279524257,0.000181246855743,0.008156108508452,0.000122549872174,,33,3.143678161,354.8126007
3.12155260469867,26,81.1603677221654,-0.01345715186987,0.000181094936449,0.004708468347667,0.000122499435796,,85,3.143695015,341.2843474
3.12156862745098,152,474.478431372549,-0.01344112911756,0.000180663951955,0.027460920697148,0.000122539774513,,39,3.143712575,327.391815
3.12158808933002,29,90.5260545905706,-0.01342166723852,0.000180141151462,0.005224093392385,0.000122446568591,,19,3.143718593,322.6819985
3.12159709618875,49,152.958257713249,-0.01341266037979,0.000179899458464,0.008815073464716,0.000122440655044,,119,3.143730887,313.1471371
3.12160566706021,28,87.4049586776859,-0.01340408950833,0.000179669615547,0.005030749235325,0.00012238862595,,30,3.143743537,303.4629745
3.12162162162162,133,415.175675675676,-0.01338813494692,0.000179242157357,0.023839206928473,0.000122427782887,,37,3.14375,298.566759
3.1216361679225,40,124.8654467169,-0.01337358864604,0.000178852873273,0.00715411493094,0.000122346063703,,29,3.143756558,293.6355715
3.1216429699842,35,109.257503949447,-0.01336678658434,0.000178670983591,0.006253484425695,0.000122312000003,,136,3.143769968,283.6720445
3.12164948453608,28,87.4061855670102,-0.01336027203246,0.000178496868781,0.004997912325877,0.000122275175447,,41,3.143783784,273.5806526
3.12166172106825,87,271.584569732938,-0.01334803550029,0.000178170051717,0.015500794499379,0.000122300314063,,38,3.14379085,268.4899233
3.12167832167832,45,140.475524475524,-0.01333143489022,0.000177727156232,0.007997722030448,0.000122237918996,,35,3.143798024,263.3708893
3.12169312169312,74,231.005291005291,-0.01331663487542,0.000177332764405,0.013122624565989,0.000122235144293,,132,3.143812709,253.0535739
3.12170639899624,26,81.1643663739022,-0.0133033575723,0.000176979322696,0.004601462390108,0.000122159093389,,43,3.14382786,242.6409452
3.12171837708831,82,255.980906921241,-0.01329137948023,0.000176660768487,0.014486183015974,0.000122183682112,,30,3.143835616,237.4031239
3.12172923777019,36,112.382252559727,-0.01328051879835,0.000176372179553,0.00634939846392,0.000122114363448,,42,3.143843498,232.1467536
3.12173913043478,73,227.886956521739,-0.01327062613376,0.000176109517982,0.012855994812688,0.000122120724455,,139,3.143859649,221.5863506
3.12174817898023,19,59.3132154006244,-0.01326157758831,0.000175869440131,0.003341519362485,0.000122036279515,,37,3.143876338,210.976774
3.12175648702595,40,124.870259481038,-0.01325326954259,0.000175649153569,0.007025966142742,0.000122033576125,,34,3.143884892,205.6593502
3.12177121771218,46,143.60147601476,-0.01323853885636,0.000175258911051,0.008061909908362,0.000122011552961,,30,3.143893591,200.336825
3.12178387650086,28,87.4099485420241,-0.01322588006768,0.000174923903565,0.00489786929981,0.000121962590196,,144,3.143911439,189.6871351
3.12179487179487,43,134.237179487179,-0.01321488477367,0.000174633179581,0.007509226721999,0.00012195147166,,30,3.143929912,179.0502176
3.1218045112782,36,112.384962406015,-0.01320524529034,0.000174378503178,0.00627762611441,0.00012191523018,,39,3.143939394,173.7441073
3.12181303116147,39,121.750708215297,-0.01319672540707,0.00017415356147,0.006791988897315,0.000121890153455,,39,3.143949045,168.4505014
3.12182061579652,32,99.8982597054886,-0.01318914077202,0.000173953434304,0.005566509897733,0.000121853584808,,160,3.143968872,157.9143385
3.12182741116751,31,96.7766497461928,-0.01318234540103,0.000173774230272,0.005387001138434,0.000121823897321,,42,3.143989432,147.469983
3.12183353437877,31,96.7768395657419,-0.01317622218977,0.000173612831194,0.00538199776702,0.000121795403832,,65,3.144,142.2915688
3.12183908045977,33,103.020689655172,-0.01317067610877,0.000173466709162,0.00572440140235,0.00012176929198,,,,
3.1218441273326,30,93.655323819978,-0.01316562923594,0.000173333793178,0.005200013795347,0.000121737185985,,,,
3.1218487394958,34,106.142857142857,-0.01316101707274,0.000173212370389,0.005889220593224,0.000121713447158,,,,
3.12185297079557,27,84.2900302114804,-0.01315678577297,0.000173101011876,0.004673727320647,0.000121676454116,,,,
3.1219512195122,1192,3721.36585365854,-0.01305853705634,0.000170525390052,0.203266264941747,0.000115576130083,,,,
3.12205128205128,31,96.7835897435897,-0.01295847451726,0.000167922061814,0.005205583916249,0.00012162787846,,,,
3.1220556745182,37,115.516059957173,-0.01295408205034,0.000167808241767,0.006208904945377,0.000121606320415,,,,
3.12206047032475,36,112.394176931691,-0.01294928624379,0.000167684014224,0.00603662451205,0.000121576635652,,,,
3.12206572769953,28,87.4178403755868,-0.01294402886901,0.000167547883362,0.004691340734129,0.000121538593109,,,,
3.12207151664612,40,124.882860665845,-0.01293823992242,0.00016739805229,0.006695922091604,0.000121523989075,,,,
3.12207792207792,36,112.394805194805,-0.01293183449062,0.000167232343293,0.006020364358541,0.000121490948102,,,,
3.12208504801097,43,134.249657064472,-0.01292470855757,0.000167048091298,0.007183067925819,0.000121470075675,,,,
3.12209302325581,34,106.151162790698,-0.01291673331273,0.000166841999472,0.005672627982054,0.000121431487731,,,,
3.12210200927357,42,131.12828438949,-0.01290774729497,0.000166609940231,0.006997617489694,0.000121411833776,,,,
3.12211221122112,49,152.983498349835,-0.01289754534742,0.000166346675989,0.008150987123449,0.00012139046218,,,,
3.12212389380531,40,124.884955752212,-0.01288586276323,0.000166045459153,0.006641818366112,0.000121352466466,,,,
3.12213740458015,34,106.152671755725,-0.01287235198839,0.000165697445713,0.005633713154242,0.000121317092443,,,,
3.12215320910973,67,209.184265010352,-0.01285654745881,0.000165290812561,0.011074484441563,0.00012132067021,,,,
3.12216216216216,37,115.52,-0.01284759440638,0.000165060682031,0.006107245235141,0.000121263286818,,,,
3.12217194570136,97,302.850678733032,-0.01283781086718,0.000164809387861,0.015986510622564,0.000121282070803,,,,
3.12218268090154,32,99.9098457888493,-0.012827075667,0.000164533870167,0.005265083845342,0.000121200260856,,,,
3.12219451371571,65,202.942643391521,-0.01281524285283,0.000164230449377,0.010674979209506,0.00012120451445,,,,
3.12220762155059,30,93.6662286465177,-0.01280213501795,0.000163894661018,0.004916839830535,0.000121140588064,,,,
3.12222222222222,104,324.711111111111,-0.01278753434632,0.000163521034658,0.017006187604465,0.000121170370914,,,,
3.12223858615611,41,128.011782032401,-0.01277117041243,0.000163102793703,0.006687214541836,0.000121095835137,,,,
3.12224448897796,27,84.3006012024049,-0.01276526759058,0.000162952056659,0.004399705529796,0.000121050960438,,,,
3.12225705329154,132,412.137931034483,-0.012752703277,0.000162631440871,0.021467350195,0.000121090524544,,,,
3.12227074235808,26,81.1790393013101,-0.01273901421046,0.000162282483054,0.004219344559412,0.000120992393228,,,,
3.12227805695142,39,121.768844221105,-0.01273169961712,0.000162096175141,0.006321750830482,0.000120978951015,,,,
3.12228571428571,39,121.769142857143,-0.01272404228283,0.000161901252015,0.006314148828595,0.000120950252415,,,,
3.12230215827338,157,490.201438848921,-0.01270759829516,0.000161483054431,0.025352839545691,0.000120973937969,,,,
3.12232030264817,35,109.281210592686,-0.01268945392037,0.000161022240797,0.005635778427902,0.000120888386485,,,,
3.12233009708738,36,112.403883495146,-0.01267965948116,0.000160773764558,0.005787855524094,0.000120860806135,,,,
3.12234042553191,25,78.0585106382978,-0.01266933103663,0.000160511948916,0.004012798722893,0.000120818960387,,,,
3.12234580384226,28,87.4256825075833,-0.01266395272628,0.000160375698653,0.004490519562297,0.000120793942078,,,,
3.12236286919831,165,515.189873417721,-0.01264688737023,0.000159943760155,0.026390720425621,0.000120828384712,,,,
3.12238147739802,41,128.017640573319,-0.01262827917052,0.000159473434809,0.006538410827152,0.000120751423058,,,,
3.12238805970149,39,121.773134328358,-0.01262169686705,0.000159307231804,0.006212982040344,0.000120720497436,,,,
3.12240184757506,83,259.15935334873,-0.01260790899348,0.000158959369188,0.013193627642594,0.000120729296679,,,,
3.12241653418124,33,103.039745627981,-0.0125932223873,0.000158589250096,0.005233445253168,0.000120656199437,,,,
3.12242424242424,31,96.7951515151514,-0.0125855141443,0.000158395166276,0.004910250154568,0.000120625080827,,,,
3.12244897959184,201,627.61224489796,-0.0125607769767,0.000157773118258,0.031712396769938,0.000120638174498,,,,
3.12247071352503,34,106.164004259851,-0.01253904304351,0.000157227600447,0.005345738415198,0.00012057109177,,,,
3.12247644683715,28,87.4293405114402,-0.01253330973139,0.000157083852823,0.004398347879043,0.000120535203808,,,,
3.12248628884826,42,131.144424131627,-0.01252346772028,0.000156837243741,0.006587164237118,0.000120522340614,,,,
3.12249443207127,30,93.6748329621381,-0.01251532449727,0.000156633347272,0.004699000418159,0.000120480008567,,,,
3.12250712250712,95,296.638176638176,-0.01250263406142,0.000156315858474,0.014850006555009,0.000120505504758,,,,
3.12252042007001,29,90.5530921820303,-0.01248933649853,0.000155983526174,0.004523522259032,0.000120421190091,,,,
3.12252964426877,44,137.391304347826,-0.01248011229977,0.000155753203015,0.006853140932654,0.000120409169781,,,,
3.12254160363086,39,121.779122541604,-0.01246815293768,0.000155454837677,0.006062738669418,0.000120375006285,,,,
3.12254901960784,39,121.779411764706,-0.0124607369607,0.000155269965604,0.006055528658546,0.000120346163586,,,,
3.12255406797116,27,84.3089598352213,-0.01245568859738,0.000155144178435,0.004188892817742,0.000120303420157,,,,
3.12258064516129,283,883.690322580645,-0.01242911140725,0.000154482810374,0.043718635335795,0.000120229079129,,,,
3.12260967379078,38,118.65916760405,-0.01240008277776,0.000153762052895,0.005842958010022,0.000120258654698,,,,
3.12261580381471,31,96.801089918256,-0.01239395275383,0.000153610064864,0.004761912010789,0.000120221809404,,,,
3.12262521588946,23,71.8203799654576,-0.01238454067908,0.000153376847832,0.003527667500131,0.000120183167243,,,,
3.12264150943396,81,252.933962264151,-0.01236824713458,0.000152973537182,0.012390856511746,0.000120209268756,,,,
3.12265512265512,41,128.02886002886,-0.01235463391342,0.000152636979135,0.00625811614452,0.000120146389521,,,,
3.12266112266112,19,59.3305613305613,-0.01234863390742,0.000152488759379,0.00289728642821,0.000120091376914,,,,
3.12267657992565,126,393.457249070632,-0.01233317664289,0.000152107246105,0.019165513009196,0.000120139957329,,,,
3.12269272529859,31,96.8034744842563,-0.01231703126995,0.000151709259305,0.004702987038453,0.000120048485152,,,,
3.12269938650307,32,99.9263803680982,-0.01231037006547,0.000151545211149,0.004849446756762,0.000120020737656,,,,
3.12271540469974,88,274.798955613577,-0.0122943518688,0.000151151087874,0.013301295732901,0.000120039951258,,,,
3.12272727272727,40,124.909090909091,-0.01228248384127,0.000150859409311,0.006034376372442,0.000119971848397,,,,
3.12273641851107,73,227.959758551308,-0.01227333805747,0.000150634827073,0.010996342376325,0.0001199725134,,,,
3.1227495908347,42,131.155482815057,-0.01226016573384,0.000150311663821,0.006313089880491,0.000119916093354,,,,
3.12275862068966,41,128.033103448276,-0.01225113587888,0.000150090330323,0.006153703543234,0.000119886079481,,,,
3.12276519666269,27,84.3146603098926,-0.01224455990585,0.000149929247288,0.004048089676775,0.000119841157952,,,,
3.12277019937041,32,99.9286463798531,-0.01223955719813,0.000149806760406,0.004793816333001,0.000119818135328,,,,
3.12280701754386,368,1149.19298245614,-0.01220273902468,0.000148906839704,0.054797717011237,0.000119569209554,,,,
3.12284263959391,22,68.702538071066,-0.01216711697463,0.000148038735474,0.003256852180435,0.000119748346868,,,,
3.12284730195178,34,106.176808266361,-0.01216245461676,0.000147925302305,0.005029460278361,0.000119733786357,,,,
3.12285336856011,30,93.6856010568033,-0.01215638800843,0.000147777769411,0.004433333082345,0.000119700157404,,,,
3.12286158631415,42,131.160186625194,-0.01214817025439,0.00014757804053,0.006198277702245,0.000119684539189,,,,
3.12287334593573,30,93.6862003780719,-0.01213641063281,0.000147292463048,0.004418773891445,0.000119642149459,,,,
3.1228813559322,27,84.3177966101694,-0.01212840063634,0.000147098101996,0.00397164875388,0.000119609548803,,,,
3.12289156626506,80,249.831325301205,-0.01211819030348,0.000146850536231,0.011748042898509,0.000119629621888,,,,
3.12290502793296,44,137.40782122905,-0.01210472863558,0.000146524455341,0.006447076035005,0.00011957053555,,,,
