pi-val,count
3.12,17858
3.12024048096192,256
3.12024665981501,251
3.12025316455696,243
3.12026002166847,278
3.12026726057906,284
3.12027491408935,294
3.12028301886792,281
3.12029161603888,276
3.1203007518797,276
3.12031047865459,278
3.12032085561497,272
3.12033195020747,261
3.12034383954155,281
3.12035661218425,336
3.12037037037037,285
3.12038523274478,315
3.12040133779264,291
3.12041884816754,342
3.12043795620438,325
3.12045889101338,315
3.12048192771084,602
3.12049433573635,253
3.12050739957717,640
3.12052117263844,291
3.12053571428571,606
3.12055109070034,272
3.12056737588652,657
3.12058465286236,265
3.12060301507538,684
3.12062256809339,293
3.12064343163539,661
3.12066574202497,270
3.12068965517241,725
3.12071535022355,309
3.12072434607646,243
3.12074303405573,1038
3.12076271186441,262
3.1207729468599,306
3.12078346028292,302
3.12080536912752,1075
3.12082853855006,304
3.12084063047285,340
3.12085308056872,288
3.12087912087912,1077
3.12090680100756,284
3.12092130518234,344
3.12093628088427,289
3.12096774193548,1389
3.12099276111686,236
3.12100139082058,287
3.12101910828025,649
3.12103746397695,307
3.12104689203926,268
3.12107623318386,1470
3.12110726643599,285
3.12111801242236,301
3.12114014251781,631
3.12116316639741,282
3.12117503059976,281
3.12121212121212,1726
3.12124352331606,251
3.12125162972621,294
3.12126537785589,335
3.12127659574468,264
3.12129380053908,697
3.12131147540984,243
3.12132352941176,332
3.12133891213389,302
3.12134831460674,295
3.12138728323699,1988
3.12142857142857,277
3.12143928035982,323
3.12145748987854,582
3.12147239263804,270
3.1214953271028,1015
3.12151898734177,294
3.12153518123667,599
3.12155591572123,299
3.12156862745098,304
3.12157721796276,263
3.12162162162162,2439
3.12166859791425,291
3.12167832167832,265
3.12169312169312,324
3.12170385395538,247
3.12171837708831,655
3.12173913043478,308
3.12174817898023,244
3.12177121771218,1099
3.12179487179487,249
3.1218045112782,283
3.12182741116751,697
3.1218441273326,260
3.12185686653772,362
3.121875,318
3.1218872870249,306
3.12189616252822,279
3.1219512195122,3118
3.12200208550573,229
3.12200956937799,269
3.12201963534362,291
3.12203389830508,330
3.1220556745182,642
3.12207151664612,265
3.12209302325581,750
3.12211221122112,272
3.12212389380531,321
3.12213740458015,255
3.12217194570136,1530
3.12219959266802,230
3.12220762155059,281
3.12222222222222,317
3.12223515715949,284
3.12225705329154,1057
3.12228260869565,288
3.12230215827338,704
3.12231759656652,274
3.12233009708738,329
3.12234910277325,309
3.12236286919831,305
3.12237330037083,283
3.12238147739802,264
3.12244897959184,3985
3.12251308900524,251
3.12252042007001,282
3.12252964426877,289
3.12254160363086,303
3.12255772646536,324
3.12258064516129,673
3.12259615384615,286
3.12261580381471,683
3.12264150943396,322
3.12265193370166,261
3.12267657992565,1080
3.12269938650307,251
3.12270803949224,303
3.12272727272727,667
3.1227495908347,315
3.1227621483376,257
3.12277019937041,275
3.12280701754386,1936
3.12284482758621,271
3.12285336856011,307
3.12286689419795,308
3.12289156626506,734
3.12291350531108,301
3.12292358803987,264
3.12295081967213,1352
3.12298136645963,275
3.12299465240642,331
3.12300683371298,262
3.12302839116719,1042
3.12305516265912,309
3.12307692307692,693
3.12309495896835,266
3.1231101511879,640
3.12312312312312,220
3.12313432835821,351
3.12315270935961,316
3.12316715542522,320
3.12317880794702,288
3.1231884057971,262
3.12319644839068,277
3.12320328542094,259
3.12328767123288,5431
3.12337011033099,245
3.12337662337662,259
3.12338425381904,266
3.12339331619537,282
3.12340425531915,280
3.12341772151899,321
3.12343470483005,322
3.12345679012346,644
3.12347052280311,260
3.12348668280872,642
3.12350597609562,292
3.12352941176471,723
3.12354804646251,236
3.12355848434926,325
3.12356979405034,280
3.12359550561798,1093
3.12361809045226,236
3.12362637362637,289
3.1236442516269,632
3.1236641221374,326
3.12367491166078,268
3.12371134020619,1811
3.12374581939799,272
3.12375533428165,291
3.1237721021611,335
3.12378640776699,258
3.12380952380952,1026
3.12383488681758,292
3.12385321100917,669
3.1238670694864,242
3.12387791741472,282
3.12389380530973,282
3.12390488110138,290
3.12391304347826,270
3.12396694214876,3133
3.12402234636872,276
3.12403100775194,276
3.12404287901991,302
3.12406015037594,332
3.12407211028632,276
3.12408759124088,621
3.12410841654779,310
3.12411705348133,241
3.12413793103448,1070
3.1241655540721,288
3.12418300653595,659
3.12420382165605,326
3.12421580928482,282
3.12422360248447,245
3.12426035502959,1954
3.12430011198208,284
3.12430939226519,242
3.12432432432432,315
3.12433581296493,271
3.12435233160622,698
3.12436804853387,242
3.12437810945274,346
3.12439024390244,255
3.12442396313364,1525
3.12445414847162,260
3.1244635193133,285
3.12448132780083,612
3.12449799196787,318
3.12452830188679,1127
3.12455516014235,268
3.12456747404844,314
3.12457912457912,267
