pi-val,count
3,18310
3.27272727272727,2980
3.23076923076923,2930
3.33333333333333,2840
3.2,2724
3.17647058823529,2606
3.42857142857143,2566
3.15789473684211,2219
3.14285714285714,2098
3.6,2029
3.1304347826087,1924
3.12,1800
3.11111111111111,1656
4,1595
3.10344827586207,1480
3.3,1413
3.25,1384
3.375,1371
3.09677419354839,1365
3.21428571428571,1358
3.09090909090909,1271
3.1875,1228
3.16666666666667,1162
2,1161
3.08571428571429,1161
6,1149
3.5,1109
2.4,1101
3.08108108108108,1091
3.07692307692308,1066
2.57142857142857,1039
3.15,1029
2.66666666666667,989
3.07317073170732,985
3.13636363636364,963
0,929
3.06976744186047,924
2.76923076923077,914
2.72727272727273,913
3.29032258064516,913
3.24324324324324,908
3.06666666666667,899
3.31034482758621,899
3.25714285714286,890
3.06382978723404,886
3.125,878
3.36,877
3.20930232558139,876
3.21951219512195,856
2.8,853
3.18367346938775,852
3.19148936170213,824
2.82352941176471,812
2.84210526315789,810
3.39130434782609,806
3.16981132075472,805
3.11538461538462,803
3.16363636363636,796
3.75,778
3.06122448979592,759
3.05882352941176,755
2.85714285714286,746
3.05660377358491,742
3.10714285714286,741
2.8695652173913,716
3.47368421052632,716
3.05454545454545,714
3.15254237288136,703
2.88,690
3.1,690
3.26086956521739,683
3.05263157894737,673
3.52941176470588,666
2.88888888888889,663
3.20689655172414,659
3.22222222222222,651
3.24,645
3.14754098360656,642
3.28571428571429,631
3.13846153846154,630
3.04918032786885,628
3.35294117647059,623
2.89655172413793,617
3.05084745762712,616
3.18181818181818,615
3.31578947368421,614
3.09375,603
2.90322580645161,591
3.08823529411765,590
3.4,588
3.13432835820895,583
3.19354838709677,577
3.12676056338028,562
4.5,561
2.90909090909091,558
3.26315789473684,556
2.91891891891892,553
3.04615384615385,550
3.12328767123288,550
3.17142857142857,547
3.04761904761905,541
3.04225352112676,534
2.91428571428571,533
3.04477611940298,529
3.08333333333333,522
3.16216216216216,521
2.92307692307692,516
3.22388059701493,516
3.07894736842105,515
3.29411764705882,514
3.15384615384615,508
3.24590163934426,507
3.11688311688312,506
3.46153846153846,502
3.2112676056338,501
3.11392405063291,499
3.30612244897959,499
3.25423728813559,495
3.20547945205479,494
3.23809523809524,489
3.28301886792453,488
3.69230769230769,488
3.10843373493976,487
3.04347826086957,486
3.36585365853659,486
3.34883720930233,483
3.38461538461538,480
2.93023255813953,479
2.5,477
3.21739130434783,472
3.81818181818182,472
2.93333333333333,470
2.92682926829268,469
3.14634146341463,466
3.31914893617021,466
3.04109589041096,464
2.625,463
3.18987341772152,461
2.25,457
3.19480519480519,457
3.40540540540541,457
3.18518518518519,454
3.18072289156627,453
3.075,452
3.13953488372093,445
3.10112359550562,440
3.03896103896104,439
3.04,436
3.1685393258427,431
2.7,430
3.13333333333333,430
2.93617021276596,428
3.07142857142857,428
3.17241379310345,427
1.5,424
3.23684210526316,423
3.16483516483517,422
2.94117647058823,419
3.54545454545455,418
3.06818181818182,415
3.0379746835443,413
3.26470588235294,406
2.78571428571429,405
3.28125,405
3.03703703703704,403
3.225,403
3.15151515151515,402
3.10588235294118,398
2.93877551020408,396
3.12765957446808,394
3.09473684210526,392
3.19565217391304,392
3.12244897959184,391
3.14563106796116,390
3.09278350515464,389
3.20454545454545,388
3.32142857142857,388
3.45454545454545,387
3.03614457831325,384
2.75,382
3.16129032258064,382
3.13513513513513,381
3.11764705882353,379
3.08910891089109,378
3.34615384615385,378
3.03370786516854,377
3.0989010989011,377
3.14851485148515,375
3.03529411764706,374
3.0625,372
3.25301204819277,372
3.13761467889908,370
2.94915254237288,369
2.8125,367
2.94339622641509,367
3.18,367
3.15463917525773,365
3.03296703296703,361
3.17307692307692,360
3.48387096774194,360
2.95081967213115,359
3.40909090909091,355
3.06,354
3.0873786407767,354
3.2258064516129,354
3.03448275862069,352
3.29577464788732,349
3.55555555555556,349
2.95384615384615,348
3.07964601769912,348
2.83333333333333,346
3.10909090909091,345
3.0983606557377,344
3.10169491525424,344
3.25925925925926,344
3.03225806451613,342
3.08256880733945,340
3.14018691588785,338
2.95238095238095,336
3.32307692307692,336
3.03092783505155,335
3.20388349514563,335
3.24137931034483,335
3.24705882352941,335
3.30434782608696,335
4.28571428571429,334
3.20792079207921,332
2.94545454545455,330
3.06521739130435,330
3.08411214953271,330
3.1551724137931,330
3.16071428571429,330
3.18918918918919,330
3.51724137931034,330
3.35593220338983,329
3.05172413793103,328
3.11320754716981,328
2.94736842105263,326
3.36842105263158,326
3.03157894736842,325
3.13274336283186,325
3.19266055045872,324
3.28,324
2.95652173913043,323
3.21212121212121,323
3.28767123287671,323
3.05769230769231,322
3.22105263157895,322
3.26582278481013,322
3.05555555555556,321
3.072,321
3.21649484536082,320
3.66666666666667,320
3.1858407079646,318
3.26666666666667,317
3.23595505617978,316
3.3134328358209,316
3.18260869565217,314
3.14516129032258,313
3.168,313
2.95774647887324,312
3.03030303030303,312
3.05357142857143,312
3.10526315789474,312
3.24489795918367,312
2.95890410958904,311
3.07826086956522,311
3.1219512195122,311
2.96,310
2.9620253164557,309
3.12605042016807,309
3.19626168224299,309
3.38181818181818,308
2.85,307
3.17355371900826,307
3.34426229508197,307
3.45,306
2.95522388059701,305
3.02970297029703,304
3.30769230769231,304
3.21818181818182,303
3.25531914893617,303
3.12820512820513,301
3.07438016528926,300
3.12396694214876,299
3.39622641509434,299
3.17948717948718,298
3.17073170731707,297
3.07563025210084,295
3.22641509433962,292
3.15328467153285,290
3.85714285714286,290
3.02857142857143,289
3.29268292682927,289
3.36363636363636,289
2.875,288
3.02752293577982,288
3.16030534351145,288
3.08695652173913,287
3.27906976744186,287
2.96103896103896,286
2.86363636363636,285
3.10791366906475,284
3.41176470588235,284
3.09230769230769,283
3.140625,283
3.0952380952381,282
2.60869565217391,281
2.96296296296296,281
2.18181818181818,280
3.20338983050847,279
2.88461538461538,278
2.90625,278
3.11278195488722,278
2.96470588235294,277
3.10948905109489,277
3.16901408450704,277
2.96385542168675,276
3.11450381679389,276
3.02702702702703,275
2.96629213483146,274
3.16279069767442,274
3.4468085106383,274
3.11627906976744,273
3.07086614173228,272
3.5625,272
3.05,271
3.06870229007634,271
3.14893617021277,271
3.21052631578947,271
3.12857142857143,270
3.04838709677419,269
3.17391304347826,269
3.23529411764706,268
3.23478260869565,267
3.46666666666667,267
3.02912621359223,266
3.11811023622047,266
3.19672131147541,266
3.30337078651685,265
4.8,265
3.02803738317757,264
3.16535433070866,264
3.32432432432432,264
3.38709677419355,263
2.74285714285714,262
3.19047619047619,262
3.34285714285714,261
3.1048951048951,260
3.23893805309734,260
3.02654867256637,259
2.96551724137931,257
3.15555555555556,257
3.17910447761194,257
3.22314049586777,257
3.02608695652174,256
3.08450704225352,256
3.27835051546392,256
3.24770642201835,255
3.36986301369863,255
2.47058823529412,254
2.64,254
2.92105263157895,254
3.21259842519685,254
3.48837209302326,254
3.35064935064935,253
2.96842105263158,252
3.27777777777778,252
3.1063829787234,251
2.52631578947368,249
3.14685314685315,249
3.25233644859813,249
3.02521008403361,248
3.28421052631579,248
3.51219512195122,248
2.96703296703297,247
3.08955223880597,247
3.234375,247
2.96774193548387,246
3.26732673267327,246
3.02479338842975,244
3.04545454545455,244
3.06766917293233,244
3.15107913669065,244
3.18461538461538,244
3.13235294117647,243
3.65217391304348,243
3.10204081632653,242
3.12162162162162,242
3.13907284768212,241
3.18881118881119,240
3.19424460431655,240
3.20300751879699,240
3.31764705882353,240
3.34177215189873,240
2.91176470588235,239
2.91666666666667,239
3.046875,239
3.0920245398773,239
2.96907216494845,238
3.2621359223301,238
3.14093959731544,237
3.32530120481928,237
3.44444444444444,237
3.2967032967033,235
3.35714285714286,235
3.71428571428571,235
2.30769230769231,234
3.22058823529412,234
2.89285714285714,233
3.53846153846154,233
3.02564102564103,232
3.04411764705882,232
3.06474820143885,232
3.1125,232
3.22727272727273,232
3.1448275862069,231
3.13548387096774,230
1.71428571428571,229
2.96969696969697,229
2.925,228
3.13375796178344,228
3.20610687022901,228
3.41379310344828,228
2.9,227
3.09803921568627,227
3.11842105263158,227
3.17880794701987,227
3.216,227
3.06569343065693,226
3.09933774834437,226
3.13725490196078,226
3.17197452229299,225
3.1741935483871,225
